Times_serviced,Total_service_pay,Average_service_pay,Loyal_or_Disloyal,Loyal,Service_time,Commercial_electronic_messages,Model_year,Number_of_years,Customer_cost,Rate,Number_active_cars,number_historic_cars,odometer_reading,Income,province,Term,Total_monthly_payment,Total_pay,Warranty_pay,Age,Days_since_last_service,Used_or_New,product_category
12,1687.940048,140.6616707,0,Disloyal,1,1,2016,13,0,0.75,1,4,60808,60808,1,48,738,35424,5307.456,60,837.8333333,1,1
8,624.2099915,78.02624894,0,Disloyal,1.5,0,2018,15,185.73,1.5,1,1,117652,117652,3,45,756,34020,5305.513705,28,769.8333332,1,0
5,1698.509998,339.7019996,0,Disloyal,1,0,2017,14,0,0.75,1,2,30866,60000,3,48,528,25344,5305.073,39,368.8333333,1,0
22,4358.210037,198.1004562,0,Disloyal,10,1,2018,15,0,1.5,2,2,19589,60000,2,48,1353,64944,5302.028,39,374.8333333,0,1
12,798.4700203,66.53916836,1,Loyal,1,0,2017,14,0,0.75,1,2,56931,56931,3,48,699,33552,5299.748877,43,892.8333333,1,0
24,6684.30002,278.5125008,1,Loyal,1,0,2016,13,0,0.75,1,4,24069,60000,4,48,2178,104544,5295.454333,56,1149.833333,0,0
19,1491.609985,78.50578868,0,Disloyal,13,1,2018,15,0,2,1,4,10113,60000,1,36,1614,58104,5292.839795,50,274.7916667,0,1
9,2171.429981,241.2699979,0,Disloyal,1,0,2018,15,0,1.5,1,1,20417,60000,4,45,781,35145,5291.475096,26,407.8333333,1,1
16,4045.379967,252.8362479,0,Disloyal,1,0,2016,13,0,0.75,1,1,41654,60000,1,48,392,18816,5290.677,45,956.7916667,0,0
14,51.31000137,3.665000098,0,Disloyal,14,0,2017,14,0,0.75,1,3,42824,60000,2,48,709,34032,5288.828979,41,779.8333333,0,1
21,4211.920029,200.5676204,0,Disloyal,6,1,2012,9,0,0.75,1,1,108205,108205,1,84,715,60060,5287.600562,32,1465.833333,0,1
10,527.0499992,52.70499992,0,Disloyal,4,0,2016,13,1734.4,0.75,1,1,48728,48728,1,39,1560,60840,5277.625562,57,900.8333333,0,1
13,372.5,28.65384615,1,Loyal,1,0,2016,13,0,0.75,1,1,22623,60000,2,48,403,19344,5275.484,28,934.7916667,1,0
8,288,36,0,Disloyal,1.5,0,2017,14,0,0.75,2,1,106768,106768,1,60,618.5,37110,5273.730103,36,1234.416667,1,0
23,1657.699997,72.07391291,1,Loyal,1,0,2017,14,0,0,2,4,13481,60000,1,39,1218,47502,5271.388623,54,646.7916667,0,1
1,0,0,0,Disloyal,4,0,2019,16,390.12,2,1,1,83254,83254,1,54,715.5,38637,5268.322492,35,482.3125166,0,1
3,109.5400009,36.51333363,0,Disloyal,1,0,2018,15,0,0,1,1,31859,60000,2,45,1280,57600,5266.516479,53,535.8333333,0,1
7,2638.609985,376.9442836,0,Disloyal,1,0,2017,14,0,0,1,1,71476,71476,1,60,989,59340,5260.080101,26,855.8333333,0,0
11,82.5,7.5,1,Loyal,1,0,2018,15,0,1.5,1,1,17188,60000,1,48,552,26496,5255.543774,48,430.8333333,0,0
8,515.2799911,64.40999889,0,Disloyal,2,0,2015,12,0,1.25,2,1,47186,47186,2,60,855,51300,5252.068407,40,367.8333333,1,1
37,12189.49015,329.4456797,0,Disloyal,1,1,2014,11,0,1.75,1,3,209315,209315,1,36,1039,37404,5248.834644,49,1859.833333,0,1
6,1440.410034,240.068339,1,Loyal,7,0,2016,13,0,0,1,4,27197,60000,2,48,970,46560,5242.366479,77,926.7916667,0,1
27,4639.429981,171.83074,1,Loyal,1,1,2016,13,4992.39,0.75,1,2,27152,60000,4,60,1548,92880,5242.009644,32,1037.833333,1,0
11,3753.529945,341.229995,0,Disloyal,1,0,2016,13,0,0.75,1,1,58696,58696,1,39,1715,66885,5236.223942,53,856.8333333,1,0
16,7104.50996,444.0318725,0,Disloyal,2,1,2015,12,0,0.75,2,2,68700,68700,3,60,1025,61500,5232.874631,67,920.7916667,1,0
46,13972.51994,303.7504335,0,Disloyal,8,0,2011,8,893.29,0.75,6,4,167065,167065,1,84.33333333,561,47311,5232.811441,58,1521.472222,0,1
17,1121.069984,65.94529318,1,Loyal,1,0,2016,13,0,0.75,2,1,43188,60000,1,60,990,59400,5226.785,42,934.7916667,0,0
20,9599.500031,479.9750016,0,Disloyal,3.5,1,2016,13,0,0.75,1,5,74239,74239,1,52.5,1836,96390,5221.577007,43,1015.333333,1,1
9,487.6700134,54.18555704,0,Disloyal,2,0,2018,15,0,1.75,2,2,38244,60000,1,38,465.3333333,17682.66667,5219.812746,21,625.2222222,0,0
12,1879.009995,156.5841663,0,Disloyal,2,1,2016,13,0,0.75,2,4,26562,60000,1,60,1564,93840,5218.867544,58,984.7916667,0,0
24,927.6900001,38.65375,0,Disloyal,1,0,2017,14,0,0,2,3,144425,144425,1,49.5,935.5,46307.25,5203.012435,45,941.8333332,1,0
15,3913.369888,260.8913259,0,Disloyal,5,0,2017,14,0,0.75,1,2,38673,60000,2,48,520,24960,5198.519,60,772.8333333,1,1
21,15692.7301,747.2728619,0,Disloyal,1,0,2013,10,4352.92,1,1,1,91220,91220,3,60,807,48420,5198.444897,61,1355.791667,0,0
15,3327.820026,221.8546684,0,Disloyal,2.5,0,2016,13,0,0.75,2,1,74852,74852,1,54,708,38232,5195.358114,51,1258.333333,1,0
9,2892.739948,321.4155498,0,Disloyal,1,1,2018,15,0,1.5,1,2,22201,60000,3,36,1331,47916,5180.910205,59,360.8333333,0,0
13,5221.699972,401.6692286,0,Disloyal,1,0,2011,8,216.17,0,1,2,59852,59852,2,60,936,56160,5178.998877,43,1114.833333,1,0
16,700.0300293,43.75187683,0,Disloyal,5,1,2016,13,0,0.75,1,1,50740,50740,1,36,516,18576,5169.665,56,646.7916667,0,0
20,309.8000031,15.49000016,0,Disloyal,5.5,1,2016,13,0,0.75,2,3,110326,110326,1,66,895.5,59103,5153.757106,69,1406.8125,0,1
7,49.90000153,7.128571647,1,Loyal,1,1,2016,13,0,0.75,1,1,68304,68304,2,48,707,33936,5152.423,58,956.7916667,1,0
16,2613.930054,163.3706284,0,Disloyal,1,0,2016,13,0,0.75,2,2,59823,59823,1,48,991,47568,5147.762,37,967.7916667,1,1
3,1547.570007,515.856669,0,Disloyal,8,0,2013,10,219.3,0.75,1,1,116183,116183,2,72,821.5,59148,5145.608908,45,769.7916835,0,1
5,0,0,1,Loyal,1,0,2018,15,0,1.25,1,2,32630,60000,1,45,1449,65205,5143.876428,59,457.8333333,1,0
9,540.3300171,60.03666857,0,Disloyal,2.5,0,2018,15,0,0,2,1,74432,74432,1,43.5,909.5,39563.25,5138.868,37,652.3333165,0,0
10,3141.399956,314.1399956,0,Disloyal,2.5,0,2019,16,108.32,1.5,1,3,101951,101951,1,48,594,28512,5126.005466,48,800.3333332,0,0
6,600.7100105,100.1183351,0,Disloyal,6,0,2011,8,0,1,1,1,162163,162163,1,72,345,24840,5120.461569,49,1605.833333,0,1
2,171.5,85.75,0,Disloyal,18,0,2014,11,0,1,1,1,94214,94214,1,60,661,39660,5117.101588,35,589.3333333,0,0
3,387.4999924,129.1666641,0,Disloyal,1,0,2017,14,0,0.75,1,1,38590,60000,3,48,769,36912,5111.777856,35,598.7916667,0,0
18,8151.400016,452.8555564,0,Disloyal,1,1,2016,13,0,0.75,1,1,33100,60000,3,48,621,29808,5107.410205,60,1005.791667,0,0
7,480.9300003,68.70428576,0,Disloyal,14,0,2019,16,0,0,6,3,26924,60000,2,34.5,1147,39571.5,5105.740665,24,798.8958334,0,1
13,3101.480022,238.5753863,0,Disloyal,14,0,2018,15,0,1.5,2,2,12334,60000,1,45,630,28350,5105.205103,27,402.8333333,1,1
6,777.1200027,129.5200005,0,Disloyal,7,0,2013,10,0,2,1,2,138395,138395,1,60,595.5,35730,5104.228522,38,1042.3125,0,1
9,0,0,1,Loyal,1,0,2017,14,0,0.75,1,1,33276,60000,2,39,840,32760,5102.286,56,774.8333333,1,0
8,7860.150032,982.518754,0,Disloyal,2,0,2013,10,5266.23,0.75,1,1,103897,103897,4,60,511,30660,5097.067603,60,739.8333333,0,0
10,309.0999985,30.90999985,0,Disloyal,7,0,2016,13,0,0.75,1,1,57045,57045,1,48,991,47568,5088.542,47,1011.791667,0,1
3,2099.460022,699.8200073,0,Disloyal,1,0,2016,13,1918.4,0,1,1,47881,47881,4,60,1084,65040,5084.572577,57,920.7916667,0,0
8,1089.129974,136.1412468,0,Disloyal,1.333333333,1,2012,9,140.21,1,1,3,48972,48972,2,76,841.3333333,63941.33333,5075.80491,31,1462.125,1,0
9,0,0,0,Disloyal,1,0,2016,13,0,0.75,1,1,43303,60000,2,48,1103,52944,5074.429541,46,757.8333333,0,0
18,10343.07009,574.615005,0,Disloyal,5,0,2017,14,1838,0.75,1,1,21152,60000,2,48,839,40272,5066.848572,56,946.7916667,0,1
7,443.1399841,63.30571201,0,Disloyal,21,0,2017,14,0,1.25,2,2,38148,60000,1,45,886,39870,5066.712,48,88.83333,0,1
28,2590.100012,92.50357186,0,Disloyal,1,0,2012,9,0,1.5,1,3,126408,126408,1,60,606,36360,5065.136938,63,1605.833333,0,1
9,337.9499969,37.54999966,1,Loyal,1,0,2017,14,0,0.75,1,4,33328,60000,2,48,635,30480,5060.937,68,654.7916667,0,0
10,89.98999786,8.998999786,0,Disloyal,15,1,2017,14,0,0.75,1,1,26268,60000,1,48,520,24960,5058.763623,60,793.8333333,0,1
22,4194.069965,190.6395439,0,Disloyal,1,1,2016,13,0,1.5,2,3,69031,69031,1,60,842,50520,5055.686938,37,957.7916667,0,0
25,9793.559997,391.7423999,0,Disloyal,1,0,2018,15,339.18,2,2,12,154052,154052,1,64,1480.666667,94762.66669,5052.9466,53,909.8194334,0,1
3,56.45000076,18.81666692,0,Disloyal,2,0,2018,15,0,1.5,1,2,12155,60000,2,45,797,35865,5048.767554,38,404.8333333,1,0
18,4702.070007,261.2261115,0,Disloyal,1,0,2012,9,0,1,1,5,155482,155482,1,36,876,31536,5047.78052,63,1583.833333,0,1
21,4713.010086,224.4290517,1,Loyal,1,1,2019,16,0,0,2,4,3725,60000,1,48,665,31920,5043.906,44,185.7917,1,1
24,9632.989958,401.3745816,0,Disloyal,2,0,2011,8,108.65,1.25,1,2,68673,68673,1,60,723,43380,5042.205103,53,1678.791667,1,0
7,860.9300003,122.99,0,Disloyal,2,0,2018,15,0,1.5,1,1,18567,60000,3,48,677,32496,5041.742811,49,256.7916667,1,0
17,1946.09001,114.4758829,0,Disloyal,1,0,2017,14,0,2,2,2,92006,92006,1,42,1062,44604,5039.464746,56,562.7916667,1,0
12,345.3300018,28.77750015,0,Disloyal,2,0,2016,13,0,0.75,1,2,21410,60000,3,48,1225,58800,5036.367,56,906.7916667,0,0
17,2552.209986,150.1299992,0,Disloyal,1,1,2014,11,0,1,1,2,124792,124792,1,84,1041,87444,5028.639056,48,1286.791667,0,1
43,17789.90996,413.7188363,0,Disloyal,2.5,0,2011,8,245.47,0.75,2,6,84468,84468,3,72,945.5,68076,5026.454975,56,1565.8125,1,0
35,22565.03009,644.7151454,0,Disloyal,1,0,2011,8,4896.23,1.5,3,4,107772,107772,4,60,510,30600,5024.365613,66,1571.333333,0,1
21,12879.18985,613.2947548,0,Disloyal,36,0,2017,14,8116.75,0.75,3,2,32844,60000,3,36,1537,55332,5022.832397,61,795.8333333,0,1
